lr,train_loss,train_acc,recall,precision,f1,l1,l2,grad_norm,epoch,train_time,valid_loss,valid_acc,valid_label_acc,valid_time
0.0006625064026796742,0.26434854358499044,0.8854083306516606,0.8236032230408661,0.7964145273897327,0.809780721798149,3075.559703849256,27.597212159093466,1.657792881254461,0,282.9683964252472,0.20645155132317142,0.9139974066708136,0.9139974066708136,59.23729920387268
0.0006625064026796742,0.15675798433273852,0.939714834616813,0.7650235245510478,0.8279783837746588,0.7952569775300725,3378.6923415060155,28.78019030568526,0.8497606299457464,1,392.8228840827942,0.12589069743075673,0.9544199749849447,0.9544199749849447,82.83006191253662
0.0006625064026796742,0.10218706468394227,0.9650213622850721,0.6962474376054989,0.8894965519990433,0.7810966954920707,3651.536311814096,29.885032888967302,0.8206961781095505,2,448.56538009643555,0.09044517395790104,0.970063341493561,0.970063341493561,92.28607153892517
0.0006625064026796742,0.08207263802706781,0.9734748362993196,0.7076110341757753,0.8740950329912024,0.782091316587859,3904.9008336840197,30.95931710362602,0.3702667130800904,3,605.3274881839752,0.08342942247520105,0.9729590565919746,0.9729590565919746,133.67342948913574
0.0006625064026796742,0.0781082108126024,0.9750478380566279,0.7334516354807341,0.8665108042646295,0.7944483579886619,4165.07592450222,32.104290886795496,0.4146238655190278,4,666.5239374637604,0.08022173439159239,0.9739488308391562,0.9739488308391562,135.83733320236206
0.0006625064026796742,0.0747272535051792,0.9765162265168207,0.7543649578123695,0.8764910161558206,0.8108553041829837,4409.053637282923,33.21433039055266,0.285385243934893,5,666.6224660873413,0.07559734141806976,0.9759500923979922,0.9759500923979922,132.83055090904236
0.0006625064026796742,0.07272648955542234,0.977369138356877,0.8099828693392149,0.867718213012803,0.8378571073801524,4642.447721348144,34.314029874102594,0.44309626221516296,6,691.2507147789001,0.06986912966614289,0.9786007978101982,0.9786007978101982,137.30057859420776
0.0006625064026796742,0.07092203178318078,0.9782010319286754,0.7895750329952925,0.8938326206988251,0.8384753620809913,4863.201289601624,35.35166185441763,0.49946646483778734,7,664.1690702438354,0.06871924087029996,0.9791413671950998,0.9791413671950998,134.423974275589
0.0006625064026796742,0.06920629840157345,0.9788039848127646,0.8194991537040532,0.8689546558173108,0.8435026188265681,5075.82455995772,36.390990829728956,0.5609478679402389,8,666.3774924278259,0.06822281315860203,0.9791831714837431,0.9791831714837431,139.49220514297485
0.0006625064026796742,0.0676344164826185,0.9796102033701237,0.79998704998705,0.8901205216084643,0.8426503758482771,5277.852872394025,37.39061870009245,0.297539462234964,9,660.404580116272,0.06830277758911787,0.9794341302978387,0.9794341302978387,131.30166792869568
0.0006625064026796742,0.0656525348957949,0.9803653618801498,0.7704620436486423,0.8899150192324895,0.8258916118748755,5466.730691597797,38.33728406611427,0.29293816585072535,10,660.4739999771118,0.0710190983502556,0.977770556066799,0.977770556066799,131.10484862327576
0.0006625064026796742,0.06498775118839005,0.9807680183823729,0.8045275304856395,0.9088083660641407,0.853494462944066,5654.241134434473,39.28313958107772,0.31907540849027016,11,660.8822309970856,0.06483840193527994,0.981151045358873,0.981151045358873,118.98025417327881
